PLAYER ,TEAM ,AGE ,GP ,W ,L ,MIN ,PTS ,FGM ,FGA ,FG_PCT,3PM ,3PA ,3P_PCT,FTM ,FTA ,FT_PCT,OREB ,DREB ,REB ,AST ,TOV ,STL ,BLK ,PF ,FP ,DD2 ,TD3 ,PLUS_MINUS
David Nwaba,HOU ,28,30,8,22,22.6,9.2,3.5,7.3,48.6,0.6,2.1,27,1.6,2.3,69.1,1.3,2.6,3.9,1,0.6,1,0.7,2,20,1,0,-0.9
Darius Miller,OKC ,31,18,5,13,10.9,4.1,1.2,2.7,45.8,0.9,2.3,40.5,0.7,0.7,100,0.1,1.2,1.3,1.2,0.4,0.7,0.3,0.7,10,0,0,2.1
Darius Garland,CLE ,21,54,18,36,33.1,17.4,6.7,14.9,45.1,1.9,4.9,39.5,2.1,2.4,84.8,0.4,2,2.4,6.1,3,1.2,0.1,2,30.4,6,0,-4.4
Darius Bazley,OKC ,21,55,16,39,31.2,13.7,5,12.5,39.6,1.5,5.2,29,2.3,3.2,70.2,0.9,6.3,7.2,1.8,2.2,0.5,0.5,1.1,25.8,11,0,-8.7
Dario Saric,PHX ,27,50,37,13,17.4,8.7,3.1,6.8,44.7,0.9,2.7,34.8,1.7,2,84.8,0.9,2.9,3.8,1.3,1.1,0.6,0.1,1.9,16.2,0,0,4.4
Danuel House Jr.,HOU ,28,36,8,28,25.9,8.8,3.1,7.6,40.4,1.5,4.3,34.6,1.1,1.8,65.1,0.5,3.2,3.7,1.9,1,0.6,0.4,1.9,18,0,0,-6.2
Dante Exum,HOU ,25,6,3,3,19.4,3.8,1.7,4.3,38.5,0.3,1.8,18.2,0.2,0.3,50,0.3,2.5,2.8,2.2,1.2,0.7,0.3,1.5,12.3,0,0,1
Danny Green,PHI ,34,69,46,23,28,9.5,3.2,7.9,41.2,2.5,6.3,40.5,0.4,0.6,77.5,0.8,3,3.8,1.7,1,1.3,0.8,1.8,22,1,0,4.5
Danilo Gallinari,ATL ,32,51,29,22,24,13.3,4,9.3,43.4,2,5,40.6,3.2,3.4,92.5,0.3,3.8,4.1,1.5,0.8,0.6,0.2,2.1,22,2,0,1.8
Daniel Theis,CHI ,29,65,28,37,24.6,9.6,3.9,7.2,54.1,0.8,2.3,32.2,1.1,1.7,67.3,1.4,4,5.5,1.7,1,0.6,0.9,2.6,22.2,6,0,-0.5
Daniel Oturu,LAC ,21,30,21,9,5.4,1.8,0.7,1.7,42.3,0,0.2,20,0.3,0.4,75,0.7,0.9,1.6,0.3,0.3,0.1,0.2,0.8,5,1,0,0.3
Daniel Gafford,WAS ,22,54,31,23,14.7,7,2.9,4.2,68.4,0,0,0,1.3,2,66.7,1.7,2.5,4.3,0.5,0.8,0.5,1.4,1.8,17.8,2,0,0.9
Damyean Dotson,CLE ,27,46,14,32,19.7,6.7,2.6,6.4,40.6,1,3.5,28.9,0.5,0.8,66.7,0.1,1.9,2,2,0.9,0.3,0.1,0.9,12.5,0,0,-4.7
Damion Lee,GSW ,28,57,28,29,18.9,6.5,2.2,4.8,46.7,1.4,3.4,39.7,0.7,0.8,90.9,0.4,2.8,3.2,1.3,0.5,0.7,0.1,1.6,14.1,0,0,0.7
Damian Lillard,POR ,30,67,39,28,35.8,28.8,9,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,0.5,3.7,4.2,7.5,3,0.9,0.3,1.5,45.7,16,0,3
Damian Jones,SAC ,26,39,24,15,14,4.7,1.8,2.6,68,0,0.1,20,1.1,1.5,72.4,0.9,2.2,3.1,0.7,0.7,0.3,0.7,2,11.9,1,0,-1.7
Dakota Mathias,PHI ,25,8,4,4,15.4,6,2.4,6,39.6,1,3.3,30.8,0.3,0.8,33.3,0.1,0.8,0.9,1.6,0.1,0.1,0.4,0.9,10.9,0,0,-3.9
DaQuan Jeffries,SAS ,23,31,6,25,15.9,4.1,1.6,3.9,41.7,0.6,2.2,29.9,0.2,0.3,87.5,0.6,1.7,2.3,0.7,0.5,0.5,0.3,1.5,9.9,0,0,-1.8
D.J. Wilson,HOU ,25,35,13,22,12.4,5.2,1.9,4.8,40.5,0.9,2.5,34.5,0.5,0.7,68,0.6,2.6,3.2,0.7,0.6,0.3,0.5,1.3,11.7,1,0,-3
D.J. Augustin,HOU ,33,57,28,29,19.8,7.7,2.4,6,39.4,1.5,3.8,38.2,1.5,1.6,90.4,0.4,1.3,1.6,3.3,1.1,0.5,0,1,15,0,0,-0.7
D'Angelo Russell,MIN ,25,42,16,26,28.5,19,6.7,15.5,43.1,2.9,7.4,38.7,2.7,3.5,76.5,0.4,2.3,2.6,5.8,2.7,1.1,0.4,1.6,32.7,6,0,-4.6
Cristiano Felicio,CHI ,28,18,6,12,4.6,1.3,0.4,0.7,53.8,0,0.1,0,0.5,0.9,56.3,0.6,0.9,1.4,0.5,0.2,0.2,0,0.6,4.2,0,0,1.2
Cory Joseph,DET ,29,63,25,38,23,8.2,3.2,6.8,46.9,0.7,2.1,34.1,1.1,1.4,81.8,0.6,2,2.5,3.4,1.3,1,0.3,2.2,18.8,2,0,-3.1
Collin Sexton,CLE ,22,60,18,42,35.3,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,1,2.2,3.1,4.4,2.8,1,0.2,2.6,35.4,1,0,-6.3
Cole Anthony,ORL ,21,47,13,34,27.1,12.9,4.7,11.7,39.7,1.2,3.7,33.7,2.3,2.8,83.2,0.8,3.9,4.7,4.1,2.3,0.6,0.4,2.1,25.5,0,0,-6.9
Cody Zeller,CHA ,28,48,21,27,20.9,9.4,3.8,6.8,55.9,0.1,0.6,14.3,1.8,2.5,71.4,2.5,4.4,6.8,1.8,1.1,0.6,0.4,2.5,22,8,0,0.9
Cody Martin,CHA ,25,52,26,26,16.3,4,1.6,3.6,44.1,0.3,1.1,27.6,0.5,0.8,58.1,1,2.1,3.1,1.7,0.8,0.7,0.2,1,12.2,1,0,-0.1
Coby White,CHI ,21,69,30,39,31.2,15.1,5.4,13.1,41.6,2.4,6.6,35.9,1.9,2.1,90.1,0.4,3.7,4.1,4.8,2.3,0.6,0.2,2.6,27.2,5,0,-1.6
Clint Capela,ATL ,27,63,34,29,30.1,15.2,6.6,11,59.4,0,0,0,2.1,3.6,57.3,4.7,9.6,14.3,0.8,1.2,0.7,2,2.3,40.6,48,1,4
Chuma Okeke,ORL ,22,45,15,30,25.2,7.8,3,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75,0.9,3.1,4,2.2,0.8,1.1,0.5,1.1,19.8,0,0,-4
Christian Wood,HOU ,25,41,12,29,32.3,21,8,15.6,51.4,1.9,5,37.4,3,4.8,63.1,1.9,7.8,9.6,1.7,2,0.8,1.2,2.1,39.2,19,0,-2.4
Chris Silva,SAC ,24,15,8,7,6.2,2.1,0.7,1.1,62.5,0.1,0.1,100,0.7,1,73.3,0.5,1.3,1.8,0.4,0.7,0.1,0.4,1.6,5.6,0,0,-0.1
Chris Paul,PHX ,36,70,49,21,31.4,16.4,6.3,12.6,49.9,1.5,3.7,39.5,2.4,2.6,93.4,0.4,4.1,4.5,8.9,2.2,1.4,0.3,2.4,37.9,25,1,4.4
Chris Chiozza,BKN ,25,22,12,10,10.6,4,1.4,4,35.2,0.6,1.9,31,0.6,0.8,76.5,0.1,1,1.1,3,0.7,0.3,0.3,0.9,10.8,1,0,0.9
Chris Boucher,TOR ,28,60,25,35,24.2,13.6,4.8,9.3,51.4,1.5,3.9,38.3,2.5,3.2,78.8,2,4.8,6.7,1.1,0.8,0.6,1.9,2.8,29.8,12,0,1.6
Chimezie Metu,SAC ,24,36,14,22,13.6,6.3,2.5,5,50.8,0.4,1,35.1,0.9,1.2,72.1,0.9,2.3,3.1,0.8,0.8,0.4,0.5,1.6,13,0,0,-1.6
Chasson Randle,ORL ,28,41,10,31,20.4,6.5,2.2,5.8,38.8,1.1,3.2,33.8,0.9,1.2,79.2,0.2,1.8,2,1.8,1.1,0.5,0.1,1.6,12.4,0,0,-6.5
Charlie Brown Jr.,OKC ,24,9,1,8,16.9,4.4,1.4,4.8,30.2,0.6,2.3,23.8,1,1.1,90,0.3,1.6,1.9,1,0.7,0.4,0.2,2.1,9.5,0,0,-4.8
Chandler Hutchison,WAS ,25,25,11,14,13.8,4.3,1.6,4.1,37.9,0.3,0.9,36.4,0.8,1,84,0.2,2.9,3.1,0.7,0.8,0.5,0.2,1.3,10.3,0,0,-2.3
Cedi Osman,CLE ,26,59,17,42,25.6,10.4,3.7,9.9,37.4,1.7,5.5,30.6,1.3,1.6,80,0.6,2.8,3.4,2.9,1.4,0.9,0.2,2,20.7,2,0,-5.5
Cassius Winston,WAS ,23,22,10,12,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0,0.4,0.4,0.5,0.2,0.1,0,0.4,3.4,0,0,-2.2
Cassius Stanley,IND ,21,24,10,14,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.3,0.5,0.8,0,0,0,0.1,0.6,2.9,0,0,0.8
Carsen Edwards,BOS ,23,31,14,17,8.9,4,1.5,3.6,42.3,0.6,2,28.6,0.4,0.4,84.6,0.1,0.7,0.8,0.5,0.2,0.2,0,0.8,6.2,0,0,-0.8
Carmelo Anthony,POR ,37,69,39,30,24.5,13.4,4.7,11.3,42.1,1.9,4.7,40.9,2,2.2,89,0.5,2.6,3.1,1.5,0.9,0.7,0.6,2.1,22.1,0,0,-0.3
Caris LeVert,IND ,26,47,24,23,31.6,20.2,7.6,17.3,44.1,1.8,5.5,32.6,3.1,3.8,81.1,0.7,3.9,4.6,5.2,2.2,1.4,0.6,2.2,37.4,6,0,-0.1
Cameron Reynolds,HOU ,26,5,3,2,8.1,3,1.2,3.6,33.3,0.6,2.4,25,0,0,0,0.4,0.6,1,0.4,0,0,0,0.4,4.8,0,0,-5.2
Cameron Payne,PHX ,26,60,42,18,18,8.4,3.2,6.6,48.4,1.2,2.8,44,0.8,0.9,89.3,0.3,2.1,2.4,3.6,1,0.6,0.3,1.6,18.3,1,0,3
Cameron Oliver,HOU ,24,4,1,3,21.8,10.8,4.8,8.3,57.6,1,3.3,30.8,0.3,1,25,1.3,4,5.3,1.3,0.8,0.5,1,2.8,22.7,1,0,-2.8
Cameron Johnson,PHX ,25,60,43,17,24,9.6,3.4,8.1,42,2,5.6,34.9,0.8,1,84.7,0.6,2.8,3.3,1.4,0.7,0.6,0.3,1.4,17.7,0,0,2.9
Cam Reddish,ATL ,21,26,10,16,28.9,11.2,3.7,10.1,36.5,1.3,4.8,26.2,2.6,3.2,81.7,0.8,3.2,4,1.3,1.3,1.3,0.3,2.6,21.6,0,0,-1.9
Caleb Martin,CHA ,25,53,23,30,15.4,5,1.8,4.8,37.5,0.6,2.4,24.8,0.8,1.2,64.1,0.6,2.1,2.7,1.3,0.6,0.7,0.2,1.2,12.2,1,0,-1.9
CJ McCollum,POR ,29,47,28,19,34,23.1,8.6,18.8,45.8,3.6,8.9,40.2,2.3,2.8,81.2,0.6,3.3,3.9,4.7,1.4,0.9,0.4,1.9,37.7,2,0,4.4
CJ Elleby,POR ,21,30,19,11,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,4.8,0,0,-0.5
Buddy Hield,SAC ,28,71,31,40,34.3,16.6,5.7,14,40.6,4,10.2,39.1,1.2,1.5,84.6,0.4,4.3,4.7,3.6,1.8,0.9,0.4,2.5,29.7,2,0,-0.8
Bryn Forbes,MIL ,27,70,45,25,19.3,10,3.6,7.6,47.3,2.2,4.9,45.2,0.7,0.9,77,0.2,1.4,1.6,0.6,0.6,0.3,0,1.1,13.3,1,0,1.4
Bruno Fernando,ATL ,22,33,20,13,6.8,1.5,0.5,1.3,40.9,0,0.1,0,0.5,0.7,68.2,0.5,1.9,2.4,0.3,0.6,0.1,0.1,0.7,4.8,0,0,-0.7
Bruno Caboclo,HOU ,25,6,1,5,6.1,2.8,1.3,2.8,47.1,0,0.8,0,0.2,0.3,50,0.5,1.8,2.3,0.2,0.7,0,0.3,1,6.2,0,0,0
Bruce Brown,BKN ,24,65,45,20,22.3,8.8,3.6,6.5,55.6,0.3,0.9,28.8,1.3,1.8,73.5,1.7,3.7,5.4,1.6,0.8,0.9,0.4,2.2,20.8,6,0,1.1
Brook Lopez,MIL ,33,70,46,24,27.2,12.3,4.6,9.1,50.3,1.4,4,33.8,1.7,2,84.5,1.5,3.5,5,0.7,0.9,0.6,1.5,2.1,24.5,3,0,4.5
Brodric Thomas,CLE ,24,32,6,26,12.5,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1,1.4,67.4,0.3,1.4,1.7,0.9,0.7,0.5,0.3,1.3,9,0,0,-1.5
Brian Bowen II,IND ,22,6,1,5,2.5,0.5,0.2,0.7,25,0,0.2,0,0.2,0.2,100,0,0.5,0.5,0,0,0,0,0.2,1.1,0,0,0.5
Brandon Ingram,NOP ,23,61,29,32,34.3,23.8,8.4,18,46.6,2.3,6.1,38.1,4.6,5.2,87.8,0.6,4.3,4.9,4.9,2.5,0.7,0.6,2,38.2,4,0,0.7
Brandon Goodwin,ATL ,25,47,25,22,13.2,4.9,1.8,4.7,37.7,0.7,2.2,31.1,0.6,0.9,65.1,0.2,1.3,1.5,2,0.8,0.4,0,0.9,10,0,0,-1.3
Brandon Clarke,MEM ,24,59,32,27,24,10.3,4.3,8.4,51.7,0.3,1.3,26,1.3,1.9,69,1.6,3.9,5.6,1.6,0.6,1,0.9,1.4,24.5,3,0,-0.3
Bradley Beal,WAS ,28,60,32,28,35.8,31.3,11.2,23,48.5,2.2,6.2,34.9,6.8,7.7,88.9,1.2,3.5,4.7,4.4,3.1,1.2,0.4,2.3,45,4,0,-0.1
Brad Wanamaker,CHA ,31,61,29,32,17.3,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,0.3,1.4,1.7,2.9,1.2,0.7,0.2,1.5,13.3,0,0,-2.1
Bol Bol,DEN ,21,32,21,11,5,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0,0.8,0.8,0.2,0.4,0.1,0.3,0.4,4.2,0,0,-2.5
Bojan Bogdanovic,UTA ,32,72,52,20,30.8,17,5.6,12.8,43.9,2.5,6.4,39,3.2,3.7,87.9,0.6,3.3,3.9,1.9,1.8,0.6,0.1,1.6,24.8,0,0,5.8
Bogdan Bogdanovic,ATL ,28,44,30,14,29.7,16.4,6.1,12.8,47.3,3.3,7.6,43.8,0.9,1,90.9,0.5,3.2,3.6,3.3,1.2,1.1,0.3,2.3,28.7,0,0,2.5
Bobby Portis,MIL ,26,66,44,22,20.8,11.4,4.7,9.1,52.3,1.1,2.4,47.1,0.8,1.1,74,1.9,5.2,7.1,1.1,0.8,0.8,0.4,1.7,24.2,12,0,2.1
Boban Marjanovic,DAL ,32,33,14,19,8.2,4.7,1.9,3.7,50.8,0,0.2,12.5,0.9,1.2,81.6,1.4,2.5,3.9,0.3,0.4,0.1,0.2,0.9,10.2,3,0,0.7
Blake Griffin,BKN ,32,46,24,22,25.8,11,3.8,8.9,42.3,1.5,4.5,34.1,1.9,2.5,74.4,0.8,4.1,4.9,3,1.3,0.7,0.3,2.4,23.1,2,0,1.3
Bismack Biyombo,CHA ,28,66,28,38,20.4,5,2.2,3.7,58.7,0,0,0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,1.1,0.3,1.1,2.1,16.2,3,0,-4.2
Ben Simmons,PHI ,24,58,42,16,32.4,14.3,5.6,10.1,55.7,0.1,0.2,30,3,4.9,61.3,1.6,5.6,7.2,6.9,3,1.6,0.6,2.9,36.9,13,4,5.7
Ben McLemore,LAL ,28,53,20,33,17.1,7.7,2.5,6.9,37,1.8,5.3,34.6,0.7,1,73.6,0.3,1.6,1.9,0.7,0.8,0.4,0.2,1.7,12,0,0,-1.9
Bam Adebayo,MIA ,23,64,34,30,33.5,18.7,7.1,12.5,57,0,0.1,25,4.4,5.5,79.9,2.2,6.7,9,5.4,2.6,1.2,1,2.3,41.5,33,2,0.4
Axel Toupane,MIL ,28,8,2,6,7.7,1.8,0.5,1.4,36.4,0.1,0.3,50,0.6,0.9,71.4,0,0.8,0.8,0.5,0,0.3,0.4,0.8,5.3,0,0,-0.4
Avery Bradley,HOU ,30,27,6,21,22.3,6.4,2.4,6.3,37.4,1.2,3.7,32.7,0.4,0.6,80,0.3,1.8,2.1,1.7,1,0.8,0.1,2,13.1,0,0,-4.9
Austin Rivers,DEN ,28,36,20,16,23.5,7.9,2.9,6.8,42.4,1.5,4.1,36.9,0.6,0.9,71,0.2,2.1,2.3,2.3,1,0.8,0.1,1.8,15.7,0,0,0.3
Ashton Hagans,MIN ,21,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-0.5,0,0,-1.5
Aron Baynes,TOR ,34,53,20,33,18.5,6.1,2.5,5.7,44.1,0.5,1.9,26.2,0.5,0.8,70.7,1.6,3.5,5.2,0.9,0.9,0.3,0.4,2.2,15,2,0,-1.5
Armoni Brooks,HOU ,23,20,3,17,26,11.2,3.9,9.6,40.6,3,7.9,38.2,0.4,0.6,58.3,0.5,2.9,3.4,1.5,1.1,0.6,0.3,1.7,18.9,0,0,-6.8
Anzejs Pasecniks,WAS ,25,1,1,0,6.3,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5,0,0,2,-2.3,0,0,-13
Anthony Tolliver,PHI ,36,11,7,4,9,1.5,0.4,1.5,23.5,0.4,1.3,28.6,0.5,0.5,83.3,0.3,0.6,0.9,0.2,0.3,0.3,0.2,0.6,4,0,0,2.7
Anthony Lamb,HOU ,23,24,3,21,17.3,5.5,1.9,4.9,39,1,3,32.4,0.8,0.9,85.7,1.1,1.8,2.9,1,0.8,0.3,0.2,1.4,11.1,0,0,-3.7
Anthony Gill,WAS ,28,26,11,15,8.4,3.1,1.2,2.3,50,0.3,0.9,29.2,0.5,0.6,81.3,0.6,1.3,2,0.4,0.3,0.4,0.2,1,7.4,0,0,-0.7
Anthony Edwards,MIN ,19,72,23,49,32.1,19.3,7,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,0.8,3.8,4.7,2.9,2.2,1.1,0.5,1.8,32,3,0,-3.2
Anthony Davis,LAL ,28,36,23,13,32.3,21.8,8.4,17,49.1,0.7,2.8,26,4.4,5.9,73.8,1.7,6.2,7.9,3.1,2.1,1.3,1.6,1.7,42.6,12,0,3.2
Anfernee Simons,POR ,22,64,37,27,17.3,7.8,2.6,6.3,41.9,1.9,4.4,42.6,0.7,0.9,80.7,0.2,2,2.2,1.4,0.7,0.3,0.1,1.5,13.1,0,0,0.7
Andrew Wiggins,GSW ,26,71,38,33,33.3,18.6,7.1,14.9,47.7,2,5.2,38,2.4,3.4,71.4,1.2,3.7,4.9,2.4,1.8,0.9,1,2.2,32,3,0,0
Andre Roberson,BKN ,29,5,4,1,12.6,1.2,0.4,2.8,14.3,0.2,1.6,12.5,0.2,0.4,50,1.4,1.6,3,0.8,0.4,0.6,0.2,0.8,8,0,0,-3.8
Andre Iguodala,MIA ,37,63,37,26,21.3,4.4,1.5,3.9,38.3,1,2.9,33,0.4,0.6,65.8,0.6,2.9,3.5,2.3,1.1,0.9,0.6,1.4,15.3,0,0,-1.3
Andre Drummond,LAL ,27,46,19,27,27,14.9,6.1,12.4,49.3,0,0.2,0,2.7,4.5,60,3.6,8.4,12,2,2.7,1.4,1.1,3.2,37,28,0,-2.3
Anderson Varejao,CLE ,38,5,1,4,7.2,2.6,0.8,3.2,25,0,0.2,0,1,1.8,55.6,1.4,2.6,4,0.6,0.2,0,0.4,0.6,9.3,0,0,-6.6
Amir Coffey,LAC ,24,44,32,12,9,3.2,1,2.3,43.7,0.5,1.3,41.1,0.6,0.9,71.1,0.2,0.8,1,0.5,0.3,0.2,0,0.7,5.5,0,0,-0.6
Amida Brimah,IND ,27,5,2,3,5.9,2.6,1,1.6,62.5,0,0,0,0.6,0.6,100,0.4,1.2,1.6,0.2,0.8,0,1,0.8,7,0,0,4.4
Alize Johnson,BKN ,25,18,10,8,10.5,5.2,2.2,3.8,58.8,0.1,0.3,16.7,0.7,0.7,100,1.5,3.5,5,0.8,0.5,0.3,0.3,0.9,13.6,2,0,-1
Alfonzo McKinnie,LAL ,28,39,22,17,6.6,3.1,1.2,2.4,51.6,0.4,1,41,0.3,0.5,55.6,0.6,0.8,1.4,0.2,0.1,0.2,0,0.7,5.4,0,0,0.2
Alex Len,WAS ,28,64,30,34,15.3,6.6,2.7,4.3,61.5,0.1,0.4,32,1.1,1.8,62.9,1.2,2.8,4.1,0.8,0.9,0.3,1,2,15.7,2,0,-1.5
Alex Caruso,LAL ,27,58,32,26,21,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,0.5,2.4,2.9,2.8,1.3,1.1,0.3,1.9,16.8,0,0,2.1
Alen Smailagic,GSW ,20,15,10,5,5.6,1.9,0.7,1.8,40.7,0.3,0.7,40,0.1,0.4,33.3,0.4,0.7,1.1,0.3,0.3,0.2,0.3,0.7,4.8,0,0,-2.1
Aleksej Pokusevski,OKC ,19,45,13,32,24.2,8.2,3.1,9.1,34.1,1.3,4.6,28,0.7,0.9,73.8,0.7,4,4.7,2.2,2.2,0.4,0.9,1.3,19,1,0,-8.7
Alec Burks,NYK ,29,49,27,22,25.6,12.7,4.3,10.2,42,2.1,5,41.5,2.1,2.4,85.6,0.4,4.2,4.6,2.2,1,0.6,0.3,2.1,23.3,3,0,2.6
Al-Farouq Aminu,CHI ,30,23,5,18,18.9,4.4,1.7,4.3,38.4,0.3,1.6,21.6,0.8,1,81.8,1,3.8,4.8,1.3,1.2,0.8,0.4,1.3,14.6,1,0,-2.3
Al Horford,BOS ,35,28,11,17,27.9,14.2,5.8,12.9,45,2,5.4,36.8,0.6,0.8,81.8,1,5.7,6.7,3.4,1,0.9,0.9,1.7,31.7,1,0,-3.6
Adam Mokoka,CHI ,22,14,3,11,4,1.1,0.5,1.4,36.8,0.1,0.7,10,0,0.1,0,0.1,0.3,0.4,0.4,0.4,0.1,0.1,0.4,2.3,0,0,-0.6
Abdel Nader,PHX ,27,24,16,8,14.8,6.7,2.4,4.8,49.1,0.8,1.8,41.9,1.2,1.5,75.7,0.3,2.3,2.6,0.8,0.8,0.4,0.4,1.4,12.5,0,0,1.2
Aaron Nesmith,BOS ,21,46,22,24,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,9.9,0,0,-0.2
Aaron Holiday,IND ,24,66,30,36,17.8,7.2,2.6,6.6,39,1,2.8,36.8,1,1.3,81.9,0.2,1.1,1.3,1.9,1,0.7,0.2,1.4,13.3,1,0,0
Aaron Gordon,DEN ,25,50,29,21,27.7,12.4,4.6,10,46.3,1.2,3.5,33.5,1.9,3,65.1,1.5,4.1,5.7,3.2,1.9,0.7,0.7,1.8,26.1,3,1,1.2
